208|red circle position:  132px|2024-12-26 16:06:21.818779
207|green circle position: 869px |2024-12-26 16:06:21.818779
209|green circle position: 874px |2024-12-26 16:06:21.848303
210|red circle position:  127px|2024-12-26 16:06:21.848303
212|red circle position:  122px|2024-12-26 16:06:21.875302
211|green circle position: 879px |2024-12-26 16:06:21.875302
214|red circle position:  117px|2024-12-26 16:06:21.908303

215|green circle position: 889px |2024-12-26 16:06:21.938314
216|red circle position:  112px|2024-12-26 16:06:21.938314
217|green circle position: 894px |2024-12-26 16:06:21.970314
218|red circle position:  107px|2024-12-26 16:06:21.970314
219|green circle position: 899px |2024-12-26 16:06:21.997315
220|red circle position:  102px|2024-12-26 16:06:21.997315
221|green circle position: 904px |2024-12-26 16:06:22.029983
222|red circle position:  97px|2024-12-26 16:06:22.029983
223|green circle position: 909px |2024-12-26 16:06:22.058983
224|red circle position:  92px|2024-12-26 16:06:22.058983
225|green circle position: 914px |2024-12-26 16:06:22.087983
228|red circle position:  82px|2024-12-26 16:06:22.116984
227|green circle position: 919px |2024-12-26 16:06:22.116984
229|green circle position: 924px |2024-12-26 16:06:22.148456
230|red circle position:  77px|2024-12-26 16:06:22.148456
231|green circle position: 929px |2024-12-26 16:06:22.178467
232|red circle position:  72px|2024-12-26 16:06:22.179467
234|red circle position:  67px|2024-12-26 16:06:22.209132
2
235|green circle position: 939px |2024-12-26 16:06:22.236868
238|red circle position:  57px|2024-12-26 16:06:22.268882
2
239|green circle position: 949px |2024-12-26 16:06:22.297898
240|red circle position:  52px|2024-12-26 16:06:22.297898
242|red circle position:  47px|2024-12-26 16:06:22.328444
241|green circle position: 954px |2024-12-26 16:06:22.328444
243|green circle position: 959px |2024-12-26 16:06:22.358435
244|red circle position:  42px|2024-12-26 16:06:22.358435
245|green circle position: 964px |2024-12-26 16:06:22.383254
246|red circle position:  37px|2024-12-26 16:06:22.383254
248|red circle position:  32px|2024-12-26 16:06:22.419252
247|green circle position: 969px |2024-12-26 16:06:22.419252
250|green circle position: 964px |2024-12-26 16:06:22.449262
251|red circle position:  27px|2024-12-26 16:06:22.449262
249|green change direction|2024-12-26 16:06:22.449262
252|green circle position: 959px |2024-12-26 16:06:22.477904
253|red circle position:  22px|2024-12-26 16:06:22.477904
255|red circle position:  17px|2024-12-26 16:06:22.508013
3
256|green circle position: 949px |2024-12-26 16:06:22.539798
257|red circle position:  12px|2024-12-26 16:06:22.539798
258|green circle position: 944px |2024-12-26 16:06:22.569799
259|red circle position:  7px|2024-12-26 16:06:22.569799
260|green circle position: 939px |2024-12-26 16:06:22.599813
262|green circle position: 934px |2024-12-26 16:06:22.628529
263|red circle position:  -3px|2024-12-26 16:06:22.628529
265|green circle position: 929px |2024-12-26 16:06:22.659260
266|red circle position:  2px|2024-12-26 16:06:22.659260
264|red change direction|2024-12-26 16:06:22.659260
267|green circle position: 924px |2024-12-26 16:06:22.688258
268|red circle position:  7px|2024-12-26 16:06:22.688258
269|green circle position: 919px |2024-12-26 16:06:22.718130
270|red circle position:  12px|2024-12-26 16:06:22.718130
271|green circle position: 914px |2024-12-26 16:06:22.747777
272|red circle position:  17px|2024-12-26 16:06:22.747777
273|green circle position: 909px |2024-12-26 16:06:22.778788
274|red circle position:  22px|2024-12-26 16:06:22.778788
275|green circle position: 904px |2024-12-26 16:06:22.810024
276|red circle position:  27px|2024-12-26 16:06:22.810024
278|red circle position:  32px|2024-12-26 16:06:22.838396
277|green circle position: 899px |2024-12-26 16:06:22.838396
279|green circle position: 894px |2024-12-26 16:06:22.869132
281|green circle position: 889px |2024-12-26 16:06:22.898132
282|red circle position:  42px|2024-12-26 16:06:22.898132
284|red circle position:  47px|2024-12-26 16:06:22.928255
283|green circle position: 884px |2024-12-26 16:06:22.928255
285|green circle position: 879px |2024-12-26 16:06:22.957256
286|red circle position:  52px|2024-12-26 16:06:22.958256
287|green circle position: 874px |2024-12-26 16:06:22.987256
288|red circle position:  57px|2024-12-26 16:06:22.987256
290|red circle position:  62px|2024-12-26 16:06:23.018255
5
292|red circle position:  67px|2024-12-26 16:06:23.048255
5
293|green circle position: 859px |2024-12-26 16:06:23.079255
294|red circle position:  72px|2024-12-26 16:06:23.079255
296|red circle position:  77px|2024-12-26 16:06:23.111256
295|green circle position: 854px |2024-12-26 16:06:23.111256
298|red circle position:  82px|2024-12-26 16:06:23.138256
297|green circle position: 849px |2024-12-26 16:06:23.138256
300|red circle position:  87px|2024-12-26 16:06:23.167256
299|green circle position: 844px |2024-12-26 16:06:23.167256
302|red circle position:  92px|2024-12-26 16:06:23.198256
301|green circle position: 839px |2024-12-26 16:06:23.198256
303|green circle position: 834px |2024-12-26 16:06:23.228525
305|green circle position: 829px |2024-12-26 16:06:23.259516
306|red circle position:  102px|2024-12-26 16:06:23.259516
308|red circle position:  107px|2024-12-26 16:06:23.288516

309|green circle position: 819px |2024-12-26 16:06:23.318134
312|red circle position:  117px|2024-12-26 16:06:23.348563

313|green circle position: 809px |2024-12-26 16:06:23.378136
314|red circle position:  122px|2024-12-26 16:06:23.378136
315|green circle position: 804px |2024-12-26 16:06:23.403151
316|red circle position:  127px|2024-12-26 16:06:23.409150
318|red circle position:  132px|2024-12-26 16:06:23.438444
317|green circle position: 799px |2024-12-26 16:06:23.438444
320|red circle position:  137px|2024-12-26 16:06:23.468444
319|green circle position: 794px |2024-12-26 16:06:23.468444
322|red circle position:  142px|2024-12-26 16:06:23.498443
321|green circle position: 789px |2024-12-26 16:06:23.498443
323|green circle position: 784px |2024-12-26 16:06:23.528445
324|red circle position:  147px|2024-12-26 16:06:23.528445
325|green circle position: 779px |2024-12-26 16:06:23.558901
327|green circle position: 774px |2024-12-26 16:06:23.588903
328|red circle position:  157px|2024-12-26 16:06:23.588903
329|green circle position: 769px |2024-12-26 16:06:23.619800
330|red circle position:  162px|2024-12-26 16:06:23.619800
331|green circle position: 764px |2024-12-26 16:06:23.648852
332|red circle position:  167px|2024-12-26 16:06:23.648852
334|red circle position:  172px|2024-12-26 16:06:23.679855

335|green circle position: 754px |2024-12-26 16:06:23.708856
336|red circle position:  177px|2024-12-26 16:06:23.708856
337|green circle position: 749px |2024-12-26 16:06:23.737448
338|red circle position:  182px|2024-12-26 16:06:23.737448
340|red circle position:  187px|2024-12-26 16:06:23.767448

342|red circle position:  192px|2024-12-26 16:06:23.797449

343|stop|2024-12-26 16:06:23.810446
344|close|2024-12-26 16:06:28.399581
